    0.00000000   5142.68103716   -623.53013185   4519.15090530     27.64882278      0.00000000
    0.05000000   3992.66134035    526.48465213   4519.14599247     21.46592118     22.04767057
    0.10000000   4114.00976059    405.13769095   4519.14745154     22.11833205     22.06620290
    0.15000000   3949.27072364    569.87569111   4519.14641475     21.23263830     22.05303626
    0.20000000   4099.70048914    419.44591736   4519.14640649     22.04140048     22.10092080
    0.25000000   3899.79056522    619.35315116   4519.14371638     20.96661594     22.05448362
    0.30000000   4020.65922869    498.48826403   4519.14749272     21.61644747     21.87886196
    0.35000000   3920.52513056    598.62192828   4519.14705884     21.07809210     22.05002111
    0.40000000   3853.40877234    665.73824768   4519.14702002     20.71725146     22.05421848
    0.45000000   4094.43385182    424.71431353   4519.14816535     22.01308522     22.02675140
    0.50000000   3924.36627920    594.78349688   4519.14977608     21.09874344     22.10249565
    0.55000000   4117.77013223    401.37701676   4519.14714899     22.13854910     22.02863156
    0.60000000   3934.85800122    584.28322618   4519.14122740     21.15515054     21.97615818
    0.65000000   3971.11850928    548.02469342   4519.14320270     21.35009951     22.09002071
    0.70000000   4004.63267453    514.50924963   4519.14192416     21.53028320     22.06747346
    0.75000000   3735.64641036    783.50215297   4519.14856334     20.08412049     21.94061614
    0.80000000   3913.71701927    605.42414819   4519.14116746     21.04148935     22.00524629
    0.85000000   3914.31745212    604.83602124   4519.15347337     21.04471748     22.04827792
    0.90000000   4057.39838638    461.74855213   4519.14693851     21.81396982     22.02216694
    0.95000000   4082.86639441    436.28249061   4519.14888501     21.95089459     21.99326370
    1.00000000   3809.68787545    709.46034096   4519.14821640     20.48219288     22.12281438
    1.05000000   3867.93567303    651.21099370   4519.14666673     20.79535308     22.05867235
    1.10000000   4039.26241524    479.88258929   4519.14500453     21.71646460     22.18710337
    1.15000000   4262.01330678    257.13193104   4519.14523782     22.91405004     21.99893806
    1.20000000   3972.45497951    546.69492038   4519.14989989     21.35728484     22.01638936
    1.25000000   4102.20565477    416.93875294   4519.14440771     22.05486911     22.15858523
    1.30000000   4009.73134588    509.41679651   4519.14814239     21.55769541     21.91004271
    1.35000000   3803.24720260    715.90045834   4519.14766094     20.44756561     22.16370150
    1.40000000   3875.28304633    643.86288764   4519.14593397     20.83485509     22.14066654
    1.45000000   4248.32475223    270.81907632   4519.14382855     22.84045566     22.03285237
    1.50000000   4058.58296655    460.56365367   4519.14662022     21.82033853     22.08158595
    1.55000000   4090.58600377    428.55942195   4519.14542572     21.99239787     21.98308105
    1.60000000   4156.42761275    362.71313809   4519.14075084     22.34638501     22.04779615
    1.65000000   3812.28622562    706.85785720   4519.14408281     20.49616250     22.01349848
    1.70000000   3821.95419480    697.19617970   4519.15037450     20.54814083     21.96954615
    1.75000000   3834.41100530    684.73755732   4519.14856262     20.61511293     22.10530636
    1.80000000   4018.14275557    501.00757388   4519.15032945     21.60291804     21.96703147
    1.85000000   3915.14297285    604.00270853   4519.14568138     21.04915577     21.91648147
    1.90000000   4017.18986036    501.95874691   4519.14860727     21.59779495     22.06859572
    1.95000000   3794.43847265    724.70847552   4519.14694817     20.40020684     21.96682447
    2.00000000   3947.24221693    571.90361186   4519.14582880     21.22173235     22.02513137
    2.05000000   4175.97641513    343.17206902   4519.14848415     22.45148610     22.07139991
    2.10000000   3805.97109724    713.17664263   4519.14773987     20.46221020     22.07150979
    2.15000000   3908.26297651    610.88385972   4519.14683623     21.01216654     21.92435315
    2.20000000   3981.92445980    537.22435380   4519.14881360     21.40819602     21.96377408
    2.25000000   4070.05956524    449.08943929   4519.14900453     21.88204067     21.92991911
    2.30000000   3925.59373791    593.55599131   4519.14972922     21.10534268     22.09712387
    2.35000000   4020.75482790    498.39532056   4519.15014846     21.61696144     22.00655742
    2.40000000   4030.29637937    488.85182857   4519.14820795     21.66826010     21.99779580
    2.45000000   3697.83677316    821.31992678   4519.15669994     19.88084287     22.10619438
    2.50000000   3972.30674146    546.83615549   4519.14289696     21.35648786     21.94274567
    2.55000000   3716.94941553    802.19963892   4519.14905445     19.98359901     21.93068376
    2.60000000   4076.10743969    443.04319905   4519.15063874     21.91455613     22.05865379
    2.65000000   3935.28579606    583.86403748   4519.14983354     21.15745052     22.00139282
    2.70000000   3789.22527269    729.91846125   4519.14373393     20.37217889     22.08021806
    2.75000000   3967.04915681    552.10177182   4519.15092862     21.32822127     21.95808210
    2.80000000   4024.20045952    494.95060404   4519.15106356     21.63548634     21.97098222
    2.85000000   3930.42197584    588.72548118   4519.14745702     21.13130095     21.99665865
    2.90000000   4004.62339874    514.52464368   4519.14804242     21.53023333     21.95021960
    2.95000000   4004.88619418    514.26728764   4519.15348183     21.53164621     22.10506005
    3.00000000   3946.87173902    572.28106953   4519.15280855     21.21974053     21.99501965
    3.05000000   4045.70858406    473.43968939   4519.14827345     21.75112142     22.00024000
    3.10000000   3969.42616451    549.72645953   4519.15262404     21.34100088     22.07727429
    3.15000000   3675.32950713    843.82454481   4519.15405195     19.75983606     22.04641348
    3.20000000   3588.37884371    930.77919326   4519.15803697     19.29235937     21.87936253
    3.25000000   4077.39921817    441.74860133   4519.14781950     21.92150117     22.03144941
    3.30000000   3795.31987463    723.83267912   4519.15255374     20.40494556     21.89283221
    3.35000000   3686.61378407    832.53826050   4519.15204457     19.82050422     21.88195657
    3.40000000   4109.55875759    409.58581154   4519.14456912     22.09440192     22.00858968
    3.45000000   3932.96723534    586.18313664   4519.15037199     21.14498514     22.04761735
    3.50000000   3803.77728946    715.37084499   4519.14813445     20.45041553     21.86387153
